,embedding,name,label,sub_label,parts,sample_id,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,visibleFieldsQty,finalFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,visibleMethodsQty,type,from_project,RM_LOC,RM_LCOM5,RM_NADC,RM_ATFD,RM_WMC
1277,"[-3.37622562 -1.14614484  1.80004428 ... -5.64590929 -0.11482739
  3.8602204 ]",7460703,not_blob,not_blob,train,7460703,12,3.0,2,8,0.0,0.6666667,1.0,3,0,2,0,0,1,3,0,0,0,4,2,2,1,1,0.0,3,0,22.0,0,0,0,0,0,1,0,6,0,6,0,0,0,0,53,16,0,,,,,,,,
1278,"[-1.42373562 -1.8906233   1.99191843 ... -1.21979266 -0.65797266
  1.69983721]",7460730,not_blob,not_blob,train,7460730,3,3.0,1,1,1.0,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0.0,0,1,14.0,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0,,,,,,,,
1279,"[-0.34357125 -0.81392306 -0.40935403 ... -0.4195335  -0.67441297
  0.73333794]",7461973,not_blob,not_blob,train,7461973,3,1.0,1,0,0.0,0.2613972291937913,0.32355633344881946,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,,,,,,,,
1280,"[-3.42513584 -0.0231797  -1.04282163 ... -5.78464966 -2.6400685
 -0.24827805]",7462222,not_blob,not_blob,train,7462222,13,4.0,2,13,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,3,2,2,0,1,0.0,3,0,24.0,0,0,1,1,0,1,1,7,0,7,2,0,0,0,56,25,0,,,,,,,,
1281,"[-1.46692511 -1.77783963  1.92628463 ... -1.29628921 -0.66188774
  1.74234164]",7463516,not_blob,not_blob,train,7463516,3,3.0,1,1,1.0,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0.0,0,1,14.0,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0,,,,,,,,
1282,"[ 0.02448395  2.64810939  1.13461651 ... -5.05821618 -3.14847861
  4.40682456]",7465296,not_blob,not_blob,test,7465296,5,9.0,2,2,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,1,1,1,0,0.0,2,0,24.0,0,0,0,0,1,2,0,2,0,2,1,0,0,0,22,9,0,,,,,,,,
1283,"[-10.04727161  -0.93253693   7.38502303 ... -25.58638644  -1.6437559
  -0.21599215]",7465309,not_blob,not_blob,train,7465309,4,6.0,1,10,15.0,-1.0,-1.0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,20.0,3,0,0,0,0,7,0,0,1,0,0,0,0,0,22,16,0,,,,,,,,
1284,"[ -8.34634341   9.96913608  41.83811943 ... -11.74486396   3.4562449
  -5.79504602]",7465368,not_blob,not_blob,train,7465368,16,21.0,2,25,58.0,0.0952381,0.14285715,12,5,5,5,1,1,7,0,0,0,2,1,0,2,0,0.0,2,5,62.0,11,0,4,0,1,2,0,6,0,4,1,0,1,1,106,1,2,,,,,,,,
1285,"[-0.3216838  -0.9522595  -0.33068508 ... -0.44078916 -0.68098474
  0.8047676 ]",7468700,not_blob,not_blob,train,7468700,3,1.0,1,0,0.0,0.2613972291937913,0.32355633344881946,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,,,,,,,,
1286,"[-0.19052845 -1.0044916  -0.3595312  ... -0.43690985 -0.69175005
  0.7178738 ]",7471737,not_blob,not_blob,train,7471737,3,1.0,1,0,0.0,0.2613972291937913,0.32355633344881946,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,,,,,,,,
1287,"[-21.97050591  -4.58480955  29.8089693  ... -40.9418411   -3.94869428
  14.66525277]",7471950,not_blob,not_blob,train,7471950,24,30.0,1,50,48.0,0.18181819,0.18181819,16,0,3,5,6,2,11,5,0,0,4,0,0,4,0,0.0,4,0,96.0,20,0,2,0,0,3,0,15,0,29,3,0,0,7,102,1025,0,,,,,,,,
1288,"[-1.45486    -1.7672132   1.97586991 ... -1.34850895 -0.70945367
  1.79829466]",7476183,not_blob,not_blob,train,7476183,3,3.0,1,1,1.0,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0.0,0,1,14.0,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0,,,,,,,,
1289,"[-0.26304677 -0.9099687  -0.43222857 ... -0.3287422  -0.6070148
  0.7697042 ]",7476496,not_blob,not_blob,train,7476496,3,1.0,1,0,0.0,0.2613972291937913,0.32355633344881946,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,,,,,,,,
1290,"[ 4.06876467 -3.89669054  0.17795283 ... -9.08650959 -0.23701353
  3.21428433]",7480589,not_blob,not_blob,test,7480589,10,12.0,2,8,0.0,1.0,1.0,2,0,1,0,1,0,2,0,0,0,4,1,0,2,2,0.0,2,0,38.0,0,0,0,0,0,0,0,8,2,8,1,0,0,0,31,17,0,,,,,,,,
1291,"[-1.41561818 -1.75748894  1.91453725 ... -1.27691919 -0.68801317
  1.75145936]",7481501,not_blob,not_blob,train,7481501,3,3.0,1,1,1.0,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0.0,0,1,14.0,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0,,,,,,,,
1292,"[-1.46998993 -1.89450333  2.00629402 ... -1.24944484 -0.65820929
  1.71528852]",7482608,not_blob,not_blob,train,7482608,3,3.0,1,1,1.0,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0.0,0,1,14.0,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0,,,,,,,,
1293,"[-1.46103522 -1.78438792  1.89243609 ... -1.27065206 -0.66822931
  1.72680938]",7482780,not_blob,not_blob,train,7482780,3,3.0,1,1,1.0,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0.0,0,1,14.0,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0,,,,,,,,
1294,"[-13.84004426   1.22326489  12.50209707 ... -29.24351498  -6.33459821
  10.74034034]",7486357,not_blob,not_blob,train,7486357,7,4.0,2,2,6.0,0.0,0.0,4,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0.0,0,0,36.0,4,0,0,0,0,1,0,0,0,0,0,0,2,0,16,1024,0,,,,,,,,
1295,"[ -6.38158897  -1.46738964   4.49900348 ... -21.59137782 -14.81769306
  12.09695286]",7492805,not_blob,not_blob,train,7492805,8,15.0,1,15,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0.0,2,2,53.0,6,0,8,1,0,6,1,6,3,6,2,0,0,0,37,17,0,,,,,,,,
1296,"[-2.73623809 -1.03652096 11.0781261  ... -6.40676147  1.456949
  0.67100453]",7501187,not_blob,not_blob,train,7501187,0,5.0,1,0,4.0,0.3,0.4,5,0,5,0,0,0,5,0,0,0,3,0,0,3,0,0.0,2,0,22.0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,12,1,0,,,,,,,,
1297,"[-145.50804631 -104.73531806  174.5752359  ... -239.56309737  -29.02770001
  241.51936549]",7501330,not_blob,not_blob,test,7501330,15,7.0,4,1,21.0,0.0,0.0,7,6,6,1,0,0,6,0,0,0,0,0,0,0,0,0.0,0,0,187.0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,42,1,0,,,,,,,,
1298,"[-13.45572107 -17.40403605  16.44735391 ... -18.89546196 -13.46144482
  25.59215707]",7503099,not_blob,not_blob,train,7503099,7,10.0,2,4,0.0,0.44444445,0.5833333,10,2,9,1,0,0,9,0,0,0,3,0,0,3,0,0.0,0,0,41.0,9,0,0,0,0,3,0,3,0,3,0,0,0,0,45,0,0,,,,,,,,
1299,"[ -4.58470428  -2.95207086   6.81637675 ... -22.77052877  -6.02777138
  15.37486207]",7511055,not_blob,not_blob,train,7511055,10,12.0,1,15,10.0,0.0,0.0,5,1,3,1,1,0,4,2,0,0,0,0,0,0,0,0.0,0,1,37.0,5,1,0,1,0,6,1,5,2,5,2,0,0,0,77,1025,0,,,,,,,,
1300,"[-22.01196502 -25.54805559  23.89400479 ... -37.7047184  -14.55701853
  45.27205858]",7512464,not_blob,not_blob,train,7512464,5,32.0,1,10,4.0,1.0,1.0,8,2,2,3,0,3,5,0,0,0,11,0,0,0,0,11.0,11,2,88.0,14,0,16,0,18,0,24,23,20,14,1,0,0,0,43,24,0,,,,,,,,
1301,"[-0.33615839 -0.11320672  0.87320514 ... -1.67847276  0.17686861
 -1.06612867]",7513430,not_blob,not_blob,train,7513430,11,3.0,2,7,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,4,1,1,1,2,0.0,2,0,18.0,0,0,1,0,1,0,0,6,0,6,0,0,0,0,34,25,0,,,,,,,,
1302,"[ -3.04991758  -3.15174937   9.9213537  ... -19.41315206  -0.9534907
  16.00615962]",7513555,not_blob,not_blob,train,7513555,14,17.0,2,22,36.0,0.0,0.0,9,5,9,0,0,0,9,0,0,0,1,1,1,0,0,0.0,1,7,53.0,7,0,7,0,1,0,6,12,0,10,2,0,0,0,68,17,0,,,,,,,,
1303,"[-18.44154863  -9.33610918  25.29458346 ... -23.61451812  -2.440666
   9.32330044]",7521109,not_blob,not_blob,train,7521109,6,17.0,1,6,23.0,0.24444444,0.8,10,0,10,0,0,0,10,0,0,0,6,0,0,6,0,0.0,0,0,53.0,3,0,4,0,2,0,0,12,0,7,1,0,0,0,79,1,0,,,,,,,,
1304,"[ 0.08715576 -0.29127626  2.68330646 ... -1.33692956  0.47926465
  0.11217904]",7523283,not_blob,not_blob,train,7523283,0,3.0,1,2,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,1,0,0,0.0,0,0,12.0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,16,1025,0,,,,,,,,
1305,"[-3.65790268 -0.98987593 10.68183765 ... -9.07065926 -1.92761619
  4.93653536]",7525557,not_blob,not_blob,test,7525557,15,12.0,1,7,0.0,0.60714287,0.75,8,0,0,0,0,8,8,0,1,0,7,0,0,7,0,0.0,0,0,43.0,7,0,4,0,0,8,0,8,0,8,1,0,0,0,19,0,0,,,,,,,,
1306,"[-3.77557355 -4.37738004  4.34057641 ... -6.16843033 -0.76176628
  5.94207156]",7527099,not_blob,not_blob,train,7527099,6,3.0,2,5,3.0,0.0,0.0,3,1,1,1,1,0,2,0,1,0,1,1,0,1,0,0.0,1,0,15.0,2,0,0,0,0,0,0,4,0,4,0,0,0,0,27,1,0,,,,,,,,
1307,"[-2.34541066 -3.70371434  4.76884785 ... -7.8493924  -0.63121569
  9.91606312]",7528188,not_blob,not_blob,train,7528188,4,6.0,2,0,1.0,0.2613972291937913,0.32355633344881946,2,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1.0,1,0,17.0,3,1,1,0,2,1,3,1,0,1,2,0,0,0,21,16,0,,,,,,,,
1308,"[-3.3281536   0.4795701   5.3671503  ... -6.17726     0.46119538
  5.0885253 ]",7529982,not_blob,not_blob,test,7529982,6,3.0,1,5,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,12.0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,10,1,0,,,,,,,,
1309,"[-1.75489828 -1.89584561  1.61441848 ... -2.74340379 -0.65507415
  3.88499451]",7538561,not_blob,not_blob,test,7538561,1,2.0,1,0,0.0,0.2613972291937913,0.32355633344881946,2,0,1,1,0,0,1,0,0,0,3,2,2,1,0,0.0,2,0,11.0,1,0,0,0,0,2,0,3,0,3,0,0,0,0,23,17,0,,,,,,,,
1310,"[ -1.72839484   7.03924142  13.26075719 ... -12.90682064   6.77602541
   2.44203378]",7538873,not_blob,not_blob,train,7538873,1,6.0,2,0,15.0,0.0,0.0,6,2,2,2,0,2,4,0,0,0,0,0,0,0,0,0.0,0,0,20.0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,7,1,0,,,,,,,,
1311,"[-2.2263774   0.27516845  9.65171939 ... -5.88298688  2.43964127
  1.86347649]",7539038,not_blob,not_blob,test,7539038,1,4.0,2,0,6.0,0.0,0.0,4,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0.0,0,0,13.0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,7,1,0,,,,,,,,
1312,"[ -9.60343418  -3.18124005  11.14832815 ... -13.49663888  -0.07364061
   7.43498001]",7539523,not_blob,not_blob,train,7539523,2,4.0,1,7,0.0,0.5,0.5,4,4,4,0,0,0,4,0,0,0,1,1,0,0,0,1.0,0,1,21.0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,9,1,0,,,,,,,,
1313,"[ 5.72897509 -0.69355762  8.95802189 ... -8.33877974 14.21190828
 -7.91402373]",7540589,not_blob,not_blob,train,7540589,2,32.0,1,3,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0.0,2,0,27.0,1,0,15,0,15,30,15,3,0,3,0,0,0,0,30,9,0,,,,,,,,
1314,"[-5.26740377 -3.63850805  9.12986219 ... -7.40480226 -3.53689909
  6.40548885]",7541111,not_blob,not_blob,train,7541111,2,4.0,2,5,6.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0,1,14.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,0,,,,,,,,
1315,"[-5.36387932 -3.00525734  9.48231155 ... -7.48081958 -0.77554038
  4.96338111]",7548776,not_blob,not_blob,train,7548776,1,4.0,2,0,0.0,0.5,1.0,4,0,4,0,0,0,4,0,0,0,3,0,0,3,0,0.0,3,0,20.0,3,0,0,0,0,1,0,3,0,3,0,0,0,0,13,1025,0,,,,,,,,
1316,"[-15.69816978  -6.17661265  13.36642754 ... -23.34046134  -3.53405065
  16.62973326]",7548967,not_blob,not_blob,train,7548967,2,6.0,2,7,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,1,29.0,0,0,2,3,0,3,0,0,0,0,3,0,0,0,17,4,2,,,,,,,,
1317,"[-0.43706521  0.09287979  0.81890374 ...  0.46459359 -0.14709833
 -1.30430698]",7549648,not_blob,not_blob,train,7549648,2,1.0,1,0,0.0,0.2613972291937913,0.32355633344881946,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,,,,,,,,
1318,"[-5.69177746 -2.3996243   4.98764169 ... -5.56591338 -2.14824078
  5.15486339]",7553034,not_blob,not_blob,test,7553034,3,3.0,2,3,0.0,0.2613972291937913,0.32355633344881946,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,11.0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,10,1,0,,,,,,,,
1319,"[-18.6940629    4.04205445  29.03558274 ... -27.71759312   0.78510301
   3.88047645]",7553936,not_blob,not_blob,train,7553936,12,12.0,2,11,16.0,0.21428572,0.53571427,8,0,6,0,2,0,8,0,0,0,4,1,0,4,0,0.0,1,0,52.0,2,0,1,1,0,3,0,8,0,7,2,0,0,2,53,1,0,,,,,,,,
1320,"[-3.5391359  -2.14608359  3.50744855 ... -5.45177841 -1.45255397
  5.47549188]",7558669,not_blob,not_blob,train,7558669,2,2.0,2,3,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,1,1,0,0,1,0,0.0,1,0,11.0,1,0,0,0,3,0,2,3,4,2,0,0,0,0,14,8,0,,,,,,,,
1321,"[-11.64802517  10.97685338  29.13742866 ... -12.33317204  -3.44715848
   3.57743001]",7558740,not_blob,not_blob,train,7558740,9,10.0,1,11,28.0,0.035714287,0.035714287,9,0,8,1,0,0,8,0,0,0,2,0,0,2,0,0.0,0,0,36.0,3,0,0,0,0,0,0,4,0,3,1,0,0,0,21,1,0,,,,,,,,
1322,"[-7.05534836 -1.32906492 19.28116348 ... -8.70916843 -0.34942931
  1.15327694]",7561940,not_blob,not_blob,test,7561940,4,8.0,1,2,2.0,0.4,0.6,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0.0,0,0,25.0,3,0,3,0,1,3,0,2,1,2,1,0,0,0,26,1,0,,,,,,,,
1323,"[-2.7200937  -2.73616666  2.68981689 ... -4.00462437 -1.73337314
  4.71643209]",7563593,not_blob,not_blob,train,7563593,7,2.0,1,3,0.0,1.0,1.0,2,0,1,0,0,1,2,0,0,0,2,0,0,2,0,0.0,2,0,12.0,1,0,0,0,0,1,0,3,0,3,0,0,0,0,12,10,0,,,,,,,,
1324,"[-125.61744162  -59.77550654  149.56616318 ... -231.8102183    -5.20364151
  136.35452711]",7563790,not_blob,not_blob,train,7563790,20,124.0,1,52,182.0,0.1,0.24166666,21,0,9,6,6,0,16,0,0,0,8,2,0,8,0,0.0,7,2,489.0,43,4,49,6,16,25,16,78,8,60,3,0,3,2,204,1,0,,,,,,,,
1325,"[-2.53606248  0.78308952 13.28178275 ... -7.16893059  2.04380489
  6.45847827]",7564248,not_blob,not_blob,train,7564248,6,6.0,1,3,4.0,0.3,0.6,5,0,1,0,4,0,5,1,0,0,3,0,0,3,0,0.0,3,0,22.0,3,0,1,0,1,2,0,3,0,3,0,0,0,0,20,1025,0,,,,,,,,
1326,"[-4.35664038  2.37143482  9.1613662  ... -9.6400857  -1.09674285
 -0.55452345]",7564300,not_blob,not_blob,train,7564300,8,6.0,2,7,1.0,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,1,0,0,1,0,0.0,0,0,23.0,3,0,2,0,0,1,0,4,0,3,1,0,0,0,29,1,0,,,,,,,,
1327,"[-21.91111867  -4.97833654  22.5232747  ... -36.94962819   1.54995664
  28.27293923]",7568688,not_blob,not_blob,train,7568688,8,14.0,2,10,7.0,0.4,0.4,7,0,4,1,2,0,6,0,0,0,3,0,1,2,0,0.0,2,0,55.0,3,0,3,4,2,0,1,4,1,4,3,0,0,0,45,10,0,,,,,,,,
1328,"[-19.08448303   1.9921499   26.32104772 ... -33.45423181  -5.25295516
  13.56518292]",7570873,not_blob,not_blob,train,7570873,10,17.0,2,14,13.0,0.06666667,0.06666667,6,6,6,0,0,0,6,0,0,0,1,1,0,1,0,0.0,1,4,68.0,8,0,6,2,1,6,0,5,0,4,2,0,1,0,119,1025,3,,,,,,,,
1329,"[-10.28962564  -8.6593966    7.05994742 ... -13.58065248  -5.12852035
  14.75892602]",7576345,not_blob,not_blob,train,7576345,2,5.0,1,1,0.0,0.5,1.0,5,0,5,0,0,0,5,0,0,0,3,0,0,3,0,0.0,3,0,22.0,4,0,0,0,0,1,0,3,0,3,0,0,0,0,13,10,0,,,,,,,,
1330,"[-22.67544608  -5.98388751  24.96134051 ... -32.6095871   -1.76679395
  11.35985854]",7583462,not_blob,not_blob,train,7583462,10,24.0,1,16,1.0,0.0,0.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,2,78.0,3,6,2,1,6,0,5,27,0,18,5,0,0,0,76,1024,0,,,,,,,,
1331,"[-4.94914349 -1.55502097 12.850835   ... -9.65161034 -0.95330346
  5.75854297]",7584816,not_blob,not_blob,train,7584816,2,11.0,2,2,0.0,0.85714287,1.0,8,0,8,0,0,0,8,0,0,0,2,0,0,2,0,0.0,2,0,37.0,4,0,1,0,3,7,0,6,2,2,1,0,0,0,54,1,0,,,,,,,,
1332,"[-14.71298522  -2.68124725  24.27836839 ... -20.71982385  -4.73003891
   8.78630012]",7586207,not_blob,not_blob,train,7586207,12,13.0,1,20,0.0,1.0,1.0,6,1,4,2,0,0,4,0,0,0,3,0,0,3,0,0.0,1,1,55.0,6,1,5,0,1,9,1,9,2,8,2,0,0,0,62,0,0,,,,,,,,
1333,"[-8.19125818 -5.21606407 16.67875361 ... -9.51488447 -1.32431134
  6.86751246]",7588520,not_blob,not_blob,test,7588520,1,5.0,1,0,0.0,0.6,1.0,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0.0,0,0,19.0,3,0,0,0,0,3,0,2,1,2,0,0,0,0,16,1,0,,,,,,,,
1334,"[-12.56479296 -13.14882343  17.92293197 ... -25.88021364 -11.03801715
  26.07954944]",7590824,not_blob,not_blob,train,7590824,6,14.0,1,9,0.0,1.0,1.0,7,0,7,0,0,0,7,0,0,0,2,1,1,1,0,0.0,2,0,46.0,11,0,6,0,1,1,3,5,2,5,2,0,0,0,26,1,0,,,,,,,,
1335,"[ 7.25031614  0.75146811  3.28192711 ... -8.39670356  4.38894242
 -5.1514151 ]",7591041,not_blob,not_blob,train,7591041,2,14.0,1,0,91.0,0.0,0.0,14,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0.0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0,,,,,,,,
1336,"[-24.34498383 -24.87820785  30.57687935 ... -31.66621327 -11.84172966
  37.49852633]",7594410,not_blob,not_blob,train,7594410,4,16.0,1,12,8.0,0.35714287,0.35714287,8,0,8,0,0,0,8,0,3,0,1,0,0,1,0,0.0,1,0,53.0,8,2,4,0,0,10,2,4,2,4,2,0,0,0,53,1,0,,,,,,,,
1337,"[-30.48760187  -8.84483339  26.65590474 ... -35.282448   -14.79079498
  23.13616858]",7594427,not_blob,not_blob,train,7594427,14,20.0,1,30,17.0,0.16666667,0.16666667,7,1,2,3,2,0,4,0,0,0,3,2,1,2,0,0.0,2,1,82.0,5,1,5,0,0,7,0,12,1,9,2,0,0,0,68,1,0,,,,,,,,
1338,"[-52.92619404 -16.86236219  57.82779425 ... -99.79727755  -3.4640637
  53.61062024]",7594784,not_blob,not_blob,test,7594784,20,24.0,2,34,15.0,0.33333334,0.33333334,7,0,3,3,1,0,4,0,0,0,7,0,0,7,0,0.0,0,0,109.0,8,3,11,1,1,1,4,13,0,15,2,0,1,0,64,1,0,,,,,,,,
1339,"[-3.76685724  3.31806115 15.73128302 ... -8.41032757 -0.73455183
 -1.56667234]",7599209,not_blob,not_blob,train,7599209,6,7.0,1,5,0.0,0.8,1.0,6,0,3,0,3,0,6,2,2,0,2,0,0,2,0,0.0,1,0,22.0,3,0,0,0,1,1,0,4,0,3,0,0,0,0,49,1024,0,,,,,,,,
1340,"[-4.20464057 -2.4773015   4.06390679 ... -3.63340986 -0.11133394
  3.69763811]",7600324,not_blob,not_blob,train,7600324,3,3.0,2,1,3.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0.0,0,0,14.0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,14,1,0,,,,,,,,
1341,"[-20.07017223  -7.44970464   9.78723074 ... -25.00433459  -6.09172472
  21.16525589]",7600342,not_blob,not_blob,test,7600342,9,13.0,1,12,0.0,0.6666667,0.6666667,6,0,4,0,2,0,6,0,0,0,3,0,0,3,0,0.0,0,0,46.0,3,3,2,0,0,3,0,8,0,5,2,0,0,0,37,1,0,,,,,,,,
1342,"[-5.25342545  2.50968322 18.77821803 ... -6.75412115  0.21606693
 -0.8118546 ]",7605003,not_blob,not_blob,train,7605003,7,8.0,2,1,20.0,0.14285715,0.14285715,8,0,8,0,0,0,8,0,0,0,2,0,0,2,0,0.0,0,0,28.0,4,0,0,0,0,2,0,5,0,2,0,0,0,0,39,1025,0,,,,,,,,
1343,"[ -3.36932075   0.6592253   13.27068879 ... -17.54172279   4.42218525
  -2.11313725]",7605359,not_blob,not_blob,train,7605359,13,13.0,1,12,3.0,0.0,0.0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,43.0,8,0,5,0,1,2,8,15,1,14,2,0,0,0,45,1,0,,,,,,,,
1344,"[-233.96354923  -84.45936369  181.79417809 ... -324.24101047   19.28979687
   -2.09132566]",7609535,not_blob,not_blob,train,7609535,28,196.0,2,124,450.0,0.073529415,0.11764706,37,6,17,20,0,0,17,0,0,0,20,11,1,19,0,0.0,15,7,777.0,40,15,46,0,4,309,24,207,91,144,5,0,0,0,240,1,0,,,,,,,,
1345,"[-1.09016439 -1.31790774  4.81385856 ... -1.83513336  0.44763551
  0.93081187]",7612278,not_blob,not_blob,train,7612278,4,3.0,2,4,3.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0.0,0,0,13.0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,15,1,0,,,,,,,,
1346,"[-18.93379273  -9.87150485  15.17568652 ... -26.99765567  -8.69284086
  25.41867131]",7613058,not_blob,not_blob,train,7613058,10,12.0,2,10,0.0,0.5,0.5,4,0,3,0,0,1,4,0,0,0,2,1,0,2,0,0.0,2,0,51.0,4,1,2,3,2,3,2,10,2,7,3,0,0,0,46,10,0,,,,,,,,
1347,"[-15.20820721  -7.55972192   3.26264638 ... -19.85027873  -7.15503813
  15.34253134]",7613495,not_blob,not_blob,test,7613495,12,31.0,1,30,0.0,1.0,1.0,4,0,4,0,0,0,4,0,0,0,8,3,3,2,3,0.0,3,0,132.0,0,2,9,0,0,17,6,43,4,34,7,0,0,0,68,1,0,,,,,,,,
1348,"[-2.77201383 -1.60450508 10.52171254 ... -5.57547577  1.19697517
  3.91701448]",7617518,not_blob,not_blob,train,7617518,1,3.0,1,0,0.0,0.33333334,0.33333334,3,1,3,0,0,0,3,0,0,0,2,0,0,2,0,0.0,0,0,16.0,3,0,0,0,0,1,0,3,0,3,0,0,0,0,12,1,0,,,,,,,,
1349,"[-12.33018676 -10.42777217   8.90641175 ... -16.44136517   0.83682591
   0.20319439]",7619076,not_blob,not_blob,test,7619076,18,5.0,1,15,6.0,0.2,0.3,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0.0,1,0,31.0,3,0,0,0,0,3,0,9,0,9,0,0,0,0,32,4,0,,,,,,,,
1350,"[-13.56648421  -8.07973509  19.70452827 ... -17.71322279   9.70293457
  -9.96803001]",7619400,not_blob,not_blob,train,7619400,18,5.0,2,14,0.0,1.0,1.0,4,0,1,2,0,1,2,0,0,0,1,0,0,1,0,0.0,0,0,42.0,1,0,1,0,0,4,0,9,0,8,1,0,1,0,48,0,0,,,,,,,,
1351,"[-8.25258657 -5.39415608  4.37129413 ... -7.31786995 -1.0533492
  7.62893093]",7619908,not_blob,not_blob,train,7619908,1,3.0,1,3,3.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,,,,,,,,
1352,"[-1.47277983  0.20298188  5.83067876 ... -2.60022534  0.73020718
  0.89200963]",7619958,not_blob,not_blob,train,7619958,4,3.0,2,4,3.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0.0,0,0,13.0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,17,1,0,,,,,,,,
